nom,ref,marque,modele,categorie,co2,nb_km,carburant,boite_vitesse,couleur,nb_portes,nb_places,mise_circulation,conso_mixte,p_fiscale,p_din,critair,prix
Renault clio 4,Réf. pro : 553renvo180822_g205300121 | réf. annonce : e106096470,Renault,Clio 4,Citadine,B,26659.0,Essence,Manuelle,Blanc,5.0,5.0,2018,4.7,5.0,90,1.0,13320
Renault kadjar,Réf. pro : 3q8uf2 | réf. annonce : e106060825,Renault,Kadjar,Suv 4x4,A,60940.0,Diesel,Manuelle,Noir,5.0,5.0,2016,3.8,5.0,110,2.0,14250
Renault megane 4,Réf. pro : 873605-046 | réf. annonce : e105926984,Renault,Megane 4,Berline,B,182.0,Diesel,Manuelle,Noir,5.0,5.0,2020,3.9,6.0,115,2.0,24180
Renault captur,Réf. pro : 571renvo183579_p207100869 | réf. annonce : e106532240,Renault,Captur,Suv 4x4,C,8.0,Essence,Auto,Rouge,5.0,5.0,2020,5.5,8.0,150,1.0,22410
Renault captur,Réf. pro : ct46c2_1912015 | réf. annonce : e105861817,Renault,Captur,Suv 4x4,B,21364.0,Diesel,Manuelle,Bleu océan,5.0,5.0,2019,4.2,5.0,90,2.0,18600
Renault grand scenic 4,Réf. pro : 176275 | réf. annonce : e106526302,Renault,Grand scenic 4,Monospace,C,27920.0,Essence,Manuelle,Noir,5.0,5.0,2019,5.6,7.0,140,1.0,22780
Renault megane 4,Réf. pro : re36c1_ds1200358 | réf. annonce : e106473221,Renault,Megane 4,Berline,C,9946.0,Essence,Auto,Peinture rouge flamme,5.0,5.0,2020,5.5,7.0,140,1.0,20110
Renault clio 4,Réf. pro : lxmx_1428 | réf. annonce : e106480805,Renault,Clio 4,Citadine,B,11.0,Essence,Manuelle,Anthracite,5.0,5.0,2020,5,5.0,90,1.0,13940
Renault scenic 4,Réf. pro : pkid_29043 | réf. annonce : e106368720,Renault,Scenic 4,Monospace,C,12.0,Diesel,Auto,Bleu to noir,5.0,5.0,2020,Nan,6.0,0,1.0,29850
Renault clio 4,Réf. pro : 058 | réf. annonce : w101710608,Renault,Clio 4,Citadine,A,90453.0,Diesel,Manuelle,Gris clair metal,5.0,5.0,2016,3.5,4.0,90,2.0,11860
Renault koleos 2,Réf. pro : 592renvo289757_m199202658 | réf. annonce : e106148274,Renault,Koleos 2,Suv 4x4,D,11.0,Diesel,Auto,Blanc,5.0,5.0,2020,5.4,8.0,150,2.0,37270
Renault kadjar,Réf. pro : 580renvo216222_p208000149 | réf. annonce : e106010676,Renault,Kadjar,Suv 4x4,C,11.0,Essence,Manuelle,Noir,5.0,5.0,2020,5.9,9.0,159,1.0,24920
Renault scenic 4,Réf. pro : pkid_29816 | réf. annonce : e106470060,Renault,Scenic 4,Monospace,D,12.0,Diesel,Auto,Noir to gris c,5.0,5.0,2020,Nan,6.0,0,1.0,28640
Renault clio 4,Réf. pro : 571renvo183185_g207100638 | réf. annonce : e106485302,Renault,Clio 4,Citadine,A,67960.0,Diesel,Manuelle,Blanc,5.0,5.0,2017,3.3,4.0,75,2.0,11180
Renault scenic 4,Réf. pro : 572renvo165123_t207200459 | réf. annonce : e106421384,Renault,Scenic 4,Monospace,C,13746.0,Diesel,Auto,Gris,5.0,5.0,2020,4.8,8.0,150,2.0,30310
Renault twingo 3,Réf. pro : 571renvo182828_g207100392 | réf. annonce : e106485091,Renault,Twingo 3,Citadine,A,11383.0,Essence,Manuelle,Bleu,5.0,4.0,2020,4.4,4.0,73,1.0,11080
Renault kadjar,Réf. pro : pkid_29976 | réf. annonce : e106470040,Renault,Kadjar,Suv 4x4,B,12.0,Diesel,Auto,Gris titanium,5.0,5.0,2020,Nan,6.0,0,1.0,26400
Renault espace 5,Réf. pro : re59c13_220079 | réf. annonce : e106103833,Renault,Espace 5,Monospace,C,19990.0,Diesel,Auto,Gris cassiopee,5.0,5.0,2020,5.3,11.0,200,2.0,38660
Renault twingo 3,Réf. pro : 572renvo166678_x207200843 | réf. annonce : e106510297,Renault,Twingo 3,Citadine,B,2629.0,Essence,Manuelle,Blanc,5.0,4.0,2020,4.7,5.0,93,1.0,13790
Renault megane 4,Réf. pro : pkid_29962 | réf. annonce : e106470065,Renault,Megane 4,Berline,B,12.0,Diesel,Manuelle,Gris titaniuim,5.0,5.0,2020,Nan,6.0,0,1.0,24870
Renault clio 4,Réf. pro : 559renvo174938_x205900710 | réf. annonce : e106461137,Renault,Clio 4,Citadine,B,13623.0,Diesel,Manuelle,Gris,5.0,5.0,2020,4,4.0,75,2.0,14130
Renault kadjar,Réf. pro : 2020u160291 | réf. annonce : e106505005,Renault,Kadjar,Suv 4x4,B,93051.0,Diesel,Auto,Bleu,5.0,5.0,2017,3.9,5.0,110,2.0,17430
Renault kadjar,Réf. pro : re36c1_ds1192208 | réf. annonce : e106332304,Renault,Kadjar,Suv 4x4,A,107940.0,Diesel,Auto,Blanc,5.0,5.0,2016,3.8,5.0,110,2.0,16680
Renault clio 4 rs,Réf. annonce : w101650817,Renault,Clio 4 rs,Citadine,C,22264.0,Essence,Auto,Gris metal,5.0,5.0,2018,5.9,11.0,200,1.0,22860
Renault megane 4,Réf. pro : 553renvo179683_p195303665 | réf. annonce : e105950905,Renault,Megane 4,Berline,A,54922.0,Diesel,Manuelle,Bleu,5.0,5.0,2019,3.7,5.0,110,2.0,17940
Renault clio 4,Réf. pro : 553renvo181561_x205300453 | réf. annonce : e106503637,Renault,Clio 4,Citadine,B,15393.0,Essence,Manuelle,Blanc,5.0,5.0,2020,5,5.0,90,1.0,14230
Renault espace 5,Réf. annonce : w101731186,Renault,Espace 5,Monospace,B,32964.0,Diesel,Auto,Gris metal,5.0,7.0,2019,4.6,8.0,160,2.0,30620
Renault clio 4,Réf. pro : 553renvo180697_g205300064 | réf. annonce : e106053178,Renault,Clio 4,Citadine,B,13019.0,Essence,Manuelle,Gris,5.0,5.0,2020,5,5.0,90,1.0,12580
Renault scenic 3,Réf. pro : vkdhpvo2_12413 | réf. annonce : e106515050,Renault,Scenic 3,Monospace,C,126778.0,Diesel,Auto,Gris cassiope,5.0,5.0,2016,4.7,6.0,110,2.0,13000
Renault grand scenic 4,Réf. pro : em980 | réf. annonce : w101744287,Renault,Grand scenic 4,Monospace,C,75648.0,Essence,Manuelle,Gris foncé verni,5.0,7.0,2018,6,7.0,132,1.0,18940
Renault grand scenic 3,Réf. pro : 0331u0000656 | réf. annonce : e106376616,Renault,Grand scenic 3,Monospace,B,82838.0,Diesel,Manuelle,Gris,5.0,5.0,2017,4.4,7.0,130,2.0,18910
Renault megane 4,Réf. pro : slca_6727 | réf. annonce : e106046713,Renault,Megane 4,Berline,B,53309.0,Diesel,Manuelle,Bleu cosmos,5.0,5.0,2018,4,6.0,130,2.0,17260
Renault clio 4,Réf. pro : 583renvo216550_x208300780 | réf. annonce : e106475917,Renault,Clio 4,Citadine,B,12219.0,Diesel,Auto,Gris foncé,5.0,5.0,2020,3.9,5.0,90,2.0,17650
Renault clio 4,Réf. pro : 559renvo173235_a205900251 | réf. annonce : e106111080,Renault,Clio 4,Citadine,A,35429.0,Diesel,Manuelle,Gris,5.0,5.0,2018,3.3,4.0,75,2.0,11300
Renault megane 4,Réf. pro : ct84c2_1912970 | réf. annonce : e105808628,Renault,Megane 4,Berline,A,29047.0,Diesel,Manuelle,Blanc,5.0,5.0,2017,3.7,5.0,110,2.0,16920
Renault megane 4,Réf. pro : pkid_29748 | réf. annonce : e106435118,Renault,Megane 4,Berline,C,12.0,Diesel,Auto,Gris titanium,5.0,5.0,2020,Nan,6.0,0,1.0,26860
Renault megane 4,Réf. pro : pkid_29960 | réf. annonce : e106470070,Renault,Megane 4,Berline,B,11.0,Diesel,Manuelle,Blanc glacier,5.0,5.0,2020,Nan,6.0,0,1.0,22010
Renault kadjar,Réf. pro : pkid_29770 | réf. annonce : e106435103,Renault,Kadjar,Suv 4x4,C,12.0,Diesel,Auto,Bleu iron,5.0,5.0,2020,Nan,6.0,0,1.0,30420
Renault kadjar,Réf. pro : pkid_29769 | réf. annonce : e106435100,Renault,Kadjar,Suv 4x4,C,12.0,Diesel,Auto,Bleu cosmos,5.0,5.0,2020,Nan,6.0,0,1.0,29570
Renault scenic 4,Réf. pro : 572renvo163699_g207200528 | réf. annonce : e106288291,Renault,Scenic 4,Monospace,A,74821.0,Diesel,Manuelle,Jaune,5.0,5.0,2018,3.9,5.0,110,2.0,19660
Renault twingo 3,Réf. pro : 592renvo291407_g209200463 | réf. annonce : e106190698,Renault,Twingo 3,Citadine,A,14198.0,Essence,Manuelle,Noir,5.0,4.0,2020,4.4,4.0,73,1.0,12030
Renault scenic 4,Réf. pro : pkid_29823 | réf. annonce : e106470053,Renault,Scenic 4,Monospace,D,11.0,Diesel,Manuelle,Noir to gris c,5.0,5.0,2020,Nan,6.0,0,1.0,26010
Renault captur,Réf. annonce : w101673406,Renault,Captur,Suv 4x4,B,25885.0,Diesel,Manuelle,Bleu verni,5.0,5.0,2019,4,5.0,90,2.0,18220
Renault megane 4 rs,Réf. annonce : w101734322,Renault,Megane 4 rs,Berline,E,8502.0,Essence,Auto,Noir metal,5.0,5.0,2020,7.7,19.0,300,1.0,43580
Renault kadjar,Réf. pro : rqxk_6774 | réf. annonce : e105807308,Renault,Kadjar,Suv 4x4,B,17112.0,Diesel,Manuelle,Noir,5.0,5.0,2019,4.4,6.0,115,2.0,25400
Renault scenic 4,Réf. pro : pkid_29818 | réf. annonce : e106470058,Renault,Scenic 4,Monospace,D,11.0,Diesel,Auto,Gris c to noir,5.0,5.0,2020,Nan,6.0,0,1.0,28140
Renault scenic 4,Réf. pro : pkid_29813 | réf. annonce : e106470061,Renault,Scenic 4,Monospace,D,12.0,Diesel,Auto,Bleu to noir,5.0,5.0,2020,Nan,6.0,0,1.0,29530
Renault twingo 3,Réf. pro : 553renvo181295_x205300303 | réf. annonce : e106199610,Renault,Twingo 3,Citadine,C,3573.0,Essence,Manuelle,Rouge,5.0,4.0,2020,5.5,4.0,71,1.0,13610
Renault koleos 2,Réf. pro : ct84c3_010403 | réf. annonce : e106463221,Renault,Koleos 2,Suv 4x4,D,28758.0,Diesel,Auto,Rouge senois,5.0,5.0,2019,5.9,10.0,175,2.0,32220
Renault captur,Réf. pro : ft33c1_bsa707838 | réf. annonce : e105653975,Renault,Captur,Suv 4x4,B,20786.0,Essence,Manuelle,Gris clair,5.0,5.0,2018,5.1,5.0,90,1.0,14520
Renault scenic 3,Réf. pro : sfgx3_40815 | réf. annonce : e106461737,Renault,Scenic 3,Monospace,B,93996.0,Diesel,Manuelle,Noir,5.0,5.0,2016,4.1,5.0,110,2.0,13090
Renault captur,Réf. pro : 562renvo149788_g206200493 | réf. annonce : e106234516,Renault,Captur,Suv 4x4,B,19421.0,Diesel,Auto,Gris,5.0,5.0,2020,4.3,5.0,90,2.0,16880
Renault captur,Réf. pro : 580renvo216880_p208000387 | réf. annonce : e106208080,Renault,Captur,Suv 4x4,C,14498.0,Essence,Auto,Gris,5.0,5.0,2020,5.5,8.0,150,1.0,22380
Renault clio 5,Réf. pro : 581renvo300570_c198103079 | réf. annonce : e105423122,Renault,Clio 5,Citadine,A,7006.0,Essence,Manuelle,Rouge,5.0,5.0,2020,4.4,5.0,101,1.0,19630
Renault clio 4,Réf. pro : 553renvo179927_g195303721 | réf. annonce : e106017776,Renault,Clio 4,Citadine,C,45687.0,Essence,Manuelle,Rouge,5.0,5.0,2017,5.6,4.0,73,1.0,10760
Renault scenic 4,Réf. pro : 595renvo197337_x209500045 | réf. annonce : e106485245,Renault,Scenic 4,Monospace,A,2024.0,Diesel,Manuelle,Gris,5.0,5.0,2019,3.9,5.0,95,2.0,20210
Renault clio 4,Réf. pro : 20028 | réf. annonce : e106484604,Renault,Clio 4,Citadine,A,95223.0,Diesel,Manuelle,Gris,5.0,5.0,2018,3.2,4.0,90,2.0,10240
Renault twingo 3,Réf. pro : 580renvo216876_p208000383 | réf. annonce : e106234693,Renault,Twingo 3,Citadine,B,14.0,Essence,Manuelle,Rouge,5.0,4.0,2020,4.7,5.0,93,1.0,15680
Renault clio 4,Réf. pro : 19jnzug | réf. annonce : e106468522,Renault,Clio 4,Citadine,A,57477.0,Diesel,Manuelle,Rouge,5.0,5.0,2019,4,4.0,90,2.0,12200
Renault captur,Réf. pro : 572renvo165029_a207200397 | réf. annonce : e106242244,Renault,Captur,Suv 4x4,B,53092.0,Essence,Manuelle,Gris,5.0,5.0,2018,5.1,5.0,90,1.0,12850
Renault captur,Réf. pro : ct84c2_2002106 | réf. annonce : e106506074,Renault,Captur,Suv 4x4,C,58.0,Essence,Manuelle,Bleu ocean/ toit platine,5.0,5.0,2020,Nan,7.0,0,1.0,18440
Renault clio 4,Réf. pro : seca_13027f | réf. annonce : e106333855,Renault,Clio 4,Citadine,A,57939.0,Diesel,Manuelle,Blanc glacier,5.0,5.0,2017,3.2,4.0,90,2.0,12490
Renault twingo 3,Réf. pro : 572renvo166231_u207200664 | réf. annonce : e106482090,Renault,Twingo 3,Citadine,A,22406.0,Essence,Manuelle,Blanc,5.0,4.0,2018,4.3,4.0,90,1.0,11370
Renault clio 4,Réf. pro : 572renvo166382_g207200719 | réf. annonce : e106485331,Renault,Clio 4,Citadine,B,53668.0,Essence,Manuelle,Blanc,5.0,2.0,2019,5,5.0,90,1.0,13290
Renault espace 5,Réf. pro : 341 | réf. annonce : e105407104,Renault,Espace 5,Monospace,B,122742.0,Diesel,Auto,Noir,5.0,5.0,2017,4.6,8.0,161,2.0,23580
Renault captur,Réf. pro : 553renvo181063_g205300193 | réf. annonce : e106148233,Renault,Captur,Suv 4x4,B,6785.0,Diesel,Auto,Gris,5.0,5.0,2020,4.3,5.0,90,2.0,21030
Renault grand scenic 4,Réf. pro : pkid_29526 | réf. annonce : e106103639,Renault,Grand scenic 4,Monospace,C,13.0,Diesel,Auto,Blanc g to noir,5.0,5.0,2020,Nan,6.0,0,1.0,30710
Renault megane 4,Réf. pro : 571renvo180675_p197103998 | réf. annonce : e105652467,Renault,Megane 4,Berline,C,21645.0,Essence,Manuelle,Gris,5.0,5.0,2020,5.5,8.0,159,1.0,21030
Renault clio 4,Réf. pro : 185001 | réf. annonce : e106384983,Renault,Clio 4,Citadine,B,88615.0,Essence,Manuelle,Jaune,5.0,5.0,2014,4.5,5.0,90,1.0,9200
Renault captur,Réf. pro : tvvj_6792 | réf. annonce : e106126611,Renault,Captur,Suv 4x4,C,145618.0,Essence,Auto,Rouge,5.0,5.0,2015,5.5,6.0,120,1.0,12770
Renault espace 5,Réf. pro : jt94c4_940902 | réf. annonce : e105994433,Renault,Espace 5,Monospace,C,19296.0,Essence,Auto,Gris,5.0,5.0,2018,6.2,11.0,200,1.0,28540
Renault megane 4,Réf. pro : ar2fnyki | réf. annonce : e106284262,Renault,Megane 4,Berline,A,104817.0,Diesel,Manuelle,Bleu,5.0,5.0,2018,3.7,5.0,110,2.0,11600
Renault twingo 3,Réf. pro : mu56m7_1004 | réf. annonce : e106352211,Renault,Twingo 3,Citadine,A,28200.0,Essence,Manuelle,Gris lunaire,5.0,4.0,2017,4.3,4.0,90,1.0,10780
Renault kadjar,Réf. pro : pkid_29977 | réf. annonce : e106470039,Renault,Kadjar,Suv 4x4,B,12.0,Diesel,Auto,Bleu cosmos,5.0,5.0,2020,Nan,6.0,0,1.0,27450
Renault koleos 2,Réf. pro : 571renvo182698_m207100334 | réf. annonce : e106032518,Renault,Koleos 2,Suv 4x4,D,11.0,Diesel,Auto,Gris,5.0,5.0,2020,5.4,8.0,150,2.0,38480
Renault megane 4,Réf. pro : 506renvo72943_p200600067 | réf. annonce : e106067282,Renault,Megane 4,Berline,C,21369.0,Essence,Auto,Gris,5.0,5.0,2020,5.5,7.0,140,1.0,23780
Renault espace 5,Réf. pro : jz87c1_2374m | réf. annonce : e106436537,Renault,Espace 5,Monospace,C,36784.0,Essence,Auto,Marron,5.0,5.0,2017,6.2,11.0,200,1.0,22990
Renault kadjar,Réf. annonce : w101731478,Renault,Kadjar,Suv 4x4,B,18.0,Diesel,Auto,Gris metal,5.0,5.0,2020,4.3,6.0,115,2.0,32800
Renault espace 5,Réf. pro : aass_24710 | réf. annonce : e106367262,Renault,Espace 5,Monospace,B,182505.0,Diesel,Auto,Marron,5.0,5.0,2017,4.6,8.0,160,2.0,14240
Renault kadjar,Réf. pro : 580renvo215630_e198002392 | réf. annonce : e105833458,Renault,Kadjar,Suv 4x4,A,39851.0,Diesel,Manuelle,Gris,5.0,5.0,2016,3.8,5.0,110,2.0,15790
Renault megane 4,Réf. pro : 559renvo174254_g205900354 | réf. annonce : e106067401,Renault,Megane 4,Berline,B,18836.0,Diesel,Manuelle,Bleu,5.0,5.0,2020,3.9,5.0,95,2.0,17780
Renault grand scenic 4,Réf. pro : 553renvo180850_g205300139 | réf. annonce : e106096503,Renault,Grand scenic 4,Monospace,C,14554.0,Essence,Auto,Gris,5.0,7.0,2020,5.5,7.0,140,1.0,24070
Renault megane 4,Réf. pro : pkid_29763 | réf. annonce : e106435115,Renault,Megane 4,Berline,B,12.0,Diesel,Manuelle,Gris platine,5.0,5.0,2020,Nan,6.0,0,1.0,25130
Renault captur,Réf. pro : 571renvo181855_g207100167 | réf. annonce : e106093473,Renault,Captur,Suv 4x4,B,31987.0,Essence,Manuelle,Gris,5.0,5.0,2017,5.1,5.0,90,1.0,15600
Renault grand scenic 4,Réf. pro : 572renvo165569_p207200439 | réf. annonce : e106468006,Renault,Grand scenic 4,Monospace,C,12142.0,Essence,Auto,Blanc,5.0,7.0,2020,5.8,7.0,140,1.0,27330
Renault scenic 4,Réf. pro : 592renvo291518_p209200502 | réf. annonce : e106525559,Renault,Scenic 4,Monospace,C,31229.0,Essence,Auto,Noir,5.0,5.0,2020,5.8,7.0,140,1.0,24840
Renault clio 5,Réf. pro : 597renvo205823_c199704026 | réf. annonce : e105454182,Renault,Clio 5,Citadine,A,11.0,Essence,Manuelle,Blanc,5.0,5.0,2020,4.4,5.0,101,1.0,16970
Renault scenic 3,Réf. pro : seca_13028f | réf. annonce : e106333860,Renault,Scenic 3,Monospace,B,102315.0,Diesel,Manuelle,Platine,5.0,5.0,2016,4.1,5.0,110,2.0,14740
Renault clio 4,Réf. pro : lxmx_1426 | réf. annonce : e106480807,Renault,Clio 4,Citadine,B,11.0,Essence,Manuelle,Noir,5.0,5.0,2020,5,5.0,90,1.0,14320
Renault espace 5,Réf. pro : 581renvo302804_x198103732 | réf. annonce : e105893306,Renault,Espace 5,Monospace,D,29191.0,Essence,Auto,Noir,5.0,7.0,2019,6.8,13.0,224,1.0,31430
Renault laguna 3,Réf. pro : dqkk_1594 | réf. annonce : e106493763,Renault,Laguna 3,Berline,B,85430.0,Diesel,Manuelle,Blanc,5.0,5.0,2016,4.5,7.0,130,2.0,11640
Renault megane 3,Réf. pro : 181526 | réf. annonce : e106502983,Renault,Megane 3,Berline,B,149128.0,Diesel,Manuelle,Gris,5.0,5.0,2012,4.4,5.0,90,2.0,6660
Renault clio 4,Réf. pro : 580renvo216939_x208000323 | réf. annonce : e106162454,Renault,Clio 4,Citadine,B,10295.0,Essence,Manuelle,Gris,5.0,5.0,2019,5,5.0,90,1.0,14260
Renault captur,Réf. pro : 553renvo180446_g195303726 | réf. annonce : e106032568,Renault,Captur,Suv 4x4,B,11103.0,Diesel,Auto,Gris,5.0,5.0,2020,4.3,5.0,90,2.0,20630
Renault kadjar,Réf. pro : 553renvo180343_g195303670 | réf. annonce : e105904975,Renault,Kadjar,Suv 4x4,B,101374.0,Diesel,Auto,Blanc,5.0,5.0,2016,3.9,5.0,110,2.0,17530
Renault kadjar,Réf. pro : 592renvo290312_m209200053 | réf. annonce : e105943232,Renault,Kadjar,Suv 4x4,C,12.0,Essence,Auto,Gris,5.0,5.0,2020,5.8,7.0,140,1.0,27820
Renault kadjar,Réf. pro : pkid_29973 | réf. annonce : e106470044,Renault,Kadjar,Suv 4x4,C,12.0,Diesel,Auto,Gris highland,5.0,5.0,2020,Nan,6.0,0,1.0,30340
Renault megane 4,Réf. pro : 571renvo181278_g197104195 | réf. annonce : e106491687,Renault,Megane 4,Berline,A,35937.0,Diesel,Auto,Gris,5.0,5.0,2020,3.7,5.0,110,2.0,19360
Renault safrane,Réf. annonce : w101735796,Renault,Safrane,Berline,F,148200.0,Essence,Manuelle,Gris clair metal,5.0,5.0,2000,Nan,9.0,136,3.0,1700
Renault koleos 2,Réf. pro : ct84c4_020304 | réf. annonce : e106266805,Renault,Koleos 2,Suv 4x4,D,53401.0,Diesel,Auto,Gris argente,5.0,5.0,2018,5.9,10.0,175,2.0,31440
Renault captur,Réf. pro : fyhg_6330 | réf. annonce : e106469800,Renault,Captur,Suv 4x4,B,13452.0,Diesel,Auto,Gris platine,5.0,5.0,2019,4.3,5.0,90,2.0,18470
Renault espace 5,Réf. pro : 580renvo215628_e208000035 | réf. annonce : e106111010,Renault,Espace 5,Monospace,B,79334.0,Diesel,Auto,Noir,5.0,7.0,2017,4.6,8.0,161,2.0,26230
Renault megane 4,Réf. pro : 572renvo164541_g197203373 | réf. annonce : e105816561,Renault,Megane 4,Berline,A,82081.0,Diesel,Manuelle,Gris,5.0,5.0,2017,3.7,5.0,110,2.0,15190
Renault koleos,Réf. pro : vkdhpvo2_12578 | réf. annonce : e106457950,Renault,Koleos,Suv 4x4,D,93165.0,Diesel,Manuelle,Platine,5.0,5.0,2016,5.7,8.0,150,2.0,16470
Renault clio 4,Réf. pro : 1579 | réf. annonce : w101730640,Renault,Clio 4,Citadine,B,61008.0,Essence,Manuelle,Blanc opaque (verni sans reflet),5.0,5.0,2019,5,5.0,90,1.0,13620
Renault scenic 4,Réf. pro : 572renvo166123_e207200709 | réf. annonce : e106485330,Renault,Scenic 4,Monospace,C,26065.0,Essence,Manuelle,Blanc,5.0,5.0,2019,5.4,7.0,140,1.0,24580
Renault kadjar,Réf. pro : 553renvo181557_g205300449 | réf. annonce : e106497163,Renault,Kadjar,Suv 4x4,B,19877.0,Diesel,Auto,Noir,5.0,5.0,2020,4.3,6.0,116,2.0,23960
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3,Citadine,A,45307.0,Diesel,Manuelle,Beige metal,5.0,5.0,2019,3.7,5.0,99,2.0,16780
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,134003.0,Diesel,Manuelle,Gris clair,5.0,5.0,2014,4,6.0,116,2.0,11480
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3,Citadine,A,14670.0,Essence,Manuelle,Blanc,5.0,5.0,2020,4.3,4.0,82,1.0,16270
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,106449.0,Diesel,Auto,Noir,5.0,5.0,2017,4.3,8.0,150,2.0,16630
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,147247.0,Diesel,Manuelle,Gris foncé metal,5.0,5.0,2016,4,6.0,114,2.0,13920
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,107764.0,Diesel,Manuelle,Rouge,5.0,7.0,2015,4,6.0,114,2.0,13900
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3,Citadine,B,33075.0,Essence,Manuelle,Noir metal,5.0,5.0,2018,4,4.0,82,1.0,15360
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3,Citadine,A,22935.0,Diesel,Manuelle,Blanc metal,5.0,5.0,2020,3,4.0,75,2.0,14200
Citroen c4 picasso 2,Réf. annonce : w101747021,Citroen,C4 picasso 2,Monospace,B,55660.0,Diesel,Auto,Marron metal,5.0,5.0,2016,4,8.0,150,2.0,20440
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3,Citadine,A,32324.0,Diesel,Manuelle,Blanc metal,5.0,5.0,2019,3.7,5.0,99,2.0,16080
Citroen grand c4 picasso 2,Réf. annonce : w101741248,Citroen,Grand c4 picasso 2,Monospace,B,116850.0,Diesel,Auto,Marron metal,5.0,7.0,2017,4,6.0,120,2.0,18430
Citroen c3 (3e generation),Réf. pro : 316u19 | réf. annonce : e105789953,Citroen,C3,Citadine,B,14573.0,Essence,Manuelle,Gris foncé,5.0,5.0,2020,5,4.0,83,1.0,15560
Citroen c4 picasso 2,Réf. annonce : w101727676,Citroen,C4 picasso 2,Monospace,A,75056.0,Diesel,Manuelle,Blanc metal,5.0,5.0,2019,3.8,6.0,120,2.0,17050
Citroen c4 cactus,Réf. pro : 105vo017001 | réf. annonce : e106421844,Citroen,C4 cactus,Suv 4x4,A,23677.0,Diesel,Manuelle,Gris,5.0,5.0,2020,4,5.0,102,2.0,16480
Citroen c4 cactus,Réf. pro : fb-210-kp | réf. annonce : w101719716,Citroen,C4 cactus,Suv 4x4,B,37352.0,Essence,Auto,Gris foncé metal,5.0,5.0,2019,5,6.0,110,1.0,18540
Citroen c3 (3e generation),Réf. pro : 15u2019 | réf. annonce : e105824726,Citroen,C3,Citadine,B,3107.0,Essence,Manuelle,Noir,5.0,5.0,2020,4.7,5.0,110,1.0,21020
Citroen grand c4 picasso 2,Réf. annonce : w101728778,Citroen,Grand c4 picasso 2,Monospace,B,46640.0,Essence,Manuelle,Gris metal,5.0,7.0,2017,5,7.0,131,1.0,18700
Citroen grand c4 picasso 2,Réf. pro : 0409u0000324 | réf. annonce : e106446542,Citroen,Grand c4 picasso 2,Monospace,B,29227.0,Diesel,Manuelle,Gris foncé,5.0,7.0,2020,4,6.0,120,2.0,24130
Citroen c5 aircross,Réf. pro : 69u20 | réf. annonce : e106389697,Citroen,C5 aircross,Suv 4x4,B,5807.0,Diesel,Manuelle,Noir,5.0,5.0,2020,4.1,6.0,131,2.0,32040
Citroen c4 cactus,Réf. pro : 92 | réf. annonce : w101743599,Citroen,C4 cactus,Suv 4x4,A,66173.0,Diesel,Auto,Violet metal,5.0,5.0,2017,3,5.0,99,2.0,16470
Citroen c3 aircross,Réf. pro : rentu2 | réf. annonce : e106381019,Citroen,C3 aircross,Suv 4x4,B,8400.0,Essence,Manuelle,Blanc,5.0,5.0,2020,4.8,5.0,110,1.0,21160
Citroen c3 aircross,Réf. pro : 320u19 | réf. annonce : e105789962,Citroen,C3 aircross,Suv 4x4,B,32497.0,Diesel,Manuelle,Noir,5.0,5.0,2020,4,5.0,102,2.0,22130
Citroen c3 (3e generation),Réf. pro : 59u20 | réf. annonce : e106264698,Citroen,C3,Citadine,B,38720.0,Essence,Manuelle,Bleu,5.0,5.0,2019,4.7,4.0,82,1.0,13180
Citroen c3 aircross,Réf. pro : 0209u0014685 | réf. annonce : e106527957,Citroen,C3 aircross,Suv 4x4,B,103.0,Diesel,Auto,Sable,5.0,5.0,2020,4,6.0,120,2.0,27220
Citroen c4 (2e generation),Réf. pro : dy-096-cn | réf. annonce : w101719457,Citroen,C4,Berline,A,63250.0,Diesel,Auto,Gris foncé metal,5.0,5.0,2017,3,6.0,120,2.0,14190
Citroen c3 (3e generation),Réf. pro : 18330 | réf. annonce : w101733218,Citroen,C3,Citadine,A,16242.0,Diesel,Manuelle,Bleu metal,5.0,5.0,2020,3.2,5.0,102,2.0,15640
Citroen c5 (2e generation),Réf. pro : 336u19 | réf. annonce : e105789961,Citroen,C5,Berline,D,84913.0,Diesel,Auto,Gris clair,4.0,5.0,2017,5.9,12.0,204,2.0,22130
Citroen c4 picasso,Réf. pro : 0333u0000298 | réf. annonce : e106440744,Citroen,C4 picasso,Monospace,D,256272.0,Diesel,Manuelle,Bleu,5.0,5.0,2009,5.9,6.0,109,3.0,4530
